Name;EDoID;isED;Age;Gender;isM;Nationality;Current_Com_Roles;Historical_Com_Roles;Number_Committees;Recent_Compensation;Recent_Comp_Mil;Recent_Comp_Thous;Company;Sector;Industry
Michael (Mike) L Dreyer;ID;0;51;M;1;;2;2;3;202;0,202;202;F5 NETWORKS INC (Quoted);Technology;Business Software & Services
Alan (Al) J Higginson;ID;0;66;M;1;American;2;4;3;182;0,182;182;F5 NETWORKS INC (Quoted);Technology;Business Software & Services
Stephen (Steve) M Smith;ID;0;58;M;1;;3;6;3;166;0,166;166;F5 NETWORKS INC (Quoted);Technology;Business Software & Services
Andrew Herbert Tisch;ED;1;64;M;1;American;7;11;5;;;;LOEWS CORP (Quoted);Property & Casualty Insurance;
James (Jim) Solomon Tisch;ED;1;61;M;1;American;6;7;5;;;;LOEWS CORP (Quoted);Property & Casualty Insurance;
Jonathan (Jon) Mark Tisch;ED;1;61;M;1;American;1;1;3;2,866;2,866;2866;LOEWS CORP (Quoted);Property & Casualty Insurance;
Doctor Lawrence S Bacow;ID;0;63;M;1;American;1;3;5;;;;LOEWS CORP (Quoted);Property & Casualty Insurance;
Ann E Berman;ID;0;62;F;0;American;5;7;3;;;;LOEWS CORP (Quoted);Property & Casualty Insurance;
Professor, Dr Joseph Lyon Bower;ID;0;75;M;1;American;5;18;5;77;0,077;77;LOEWS CORP (Quoted);Property & Casualty Insurance;
Charles Michael Diker;ID;0;80;M;1;American;2;2;3;;;;LOEWS CORP (Quoted);Property & Casualty Insurance;
Professor, Dr Jacob A Frenkel;ID;0;71;M;1;Israeli;1;2;6;62;0,062;62;LOEWS CORP (Quoted);Property & Casualty Insurance;
Paul J Fribourg;ID;0;60;M;1;American;8;17;8;;;;LOEWS CORP (Quoted);Property & Casualty Insurance;
Walter L Harris;ID;0;62;M;1;American;2;5;3;83;0,083;83;LOEWS CORP (Quoted);Property & Casualty Insurance;
Philip (Phil) A Laskawy;ID;0;72;M;1;American;9;33;6;69;0,069;69;LOEWS CORP (Quoted);Property & Casualty Insurance;
Ken  Miller;ID;0;71;M;1;American;2;7;5;71;0,071;71;LOEWS CORP (Quoted);Property & Casualty Insurance;
Doctor Gloria Randle Scott;ID;0;75;F;0;American;2;2;2;69;0,069;69;LOEWS CORP (Quoted);Property & Casualty Insurance;
Anthony (Tony)  Welters;ID;0;59;M;1;American;4;15;6;;;;LOEWS CORP (Quoted);Property & Casualty Insurance;
Lawrence (Larry) D Kingsley;ED;1;51;M;1;American;3;6;2;7,916;7,916;7916;PALL CORP (Quoted);Industrial Goods;Diversified Machinery
Doctor Amy E Alving;ID;0;52;F;0;;1;1;3;136;0,136;136;PALL CORP (Quoted);Industrial Goods;Diversified Machinery
Robert (Bob) B Coutts;ID;0;64;M;1;American;7;8;5;203;0,203;203;PALL CORP (Quoted);Industrial Goods;Diversified Machinery
Mark E Goldstein;ID;0;58;M;1;American;1;2;4;119;0,119;119;PALL CORP (Quoted);Industrial Goods;Diversified Machinery
Cheryl Wray Grisé;ID;0;62;F;0;American;8;25;5;150;0,15;150;PALL CORP (Quoted);Industrial Goods;Diversified Machinery
Ronald L Hoffman;ID;0;66;M;1;American;2;4;1;;;;PALL CORP (Quoted);Industrial Goods;Diversified Machinery
Dennis N Longstreet;ID;0;69;M;1;;2;3;2;141;0,141;141;PALL CORP (Quoted);Industrial Goods;Diversified Machinery
B Craig Owens;ID;0;60;M;1;;1;2;2;150;0,15;150;PALL CORP (Quoted);Industrial Goods;Diversified Machinery
Katharine L Plourde;ID;0;62;F;0;;4;9;3;155;0,155;155;PALL CORP (Quoted);Industrial Goods;Diversified Machinery
Edward (Ed)  Travaglianti;ID;0;66;M;1;;2;6;2;153;0,153;153;PALL CORP (Quoted);Industrial Goods;Diversified Machinery
Bret W Wise;ID;0;54;M;1;American;3;4;2;125;0,125;125;PALL CORP (Quoted);Industrial Goods;Diversified Machinery
Thomas J Falk;ED;1;56;M;1;American;3;6;4;17,054;17,054;17054;KIMBERLY-CLARK CORP (Quoted);Consumer Goods;Personal Products
John Richard Alm;ID;0;68;M;1;American;2;7;1;183;0,183;183;KIMBERLY-CLARK CORP (Quoted);Consumer Goods;Personal Products
John F Bergstrom;ID;0;67;M;1;American;8;25;8;168;0,168;168;KIMBERLY-CLARK CORP (Quoted);Consumer Goods;Personal Products
Abelardo (Al) E Bru;ID;0;65;M;1;American;3;7;4;183;0,183;183;KIMBERLY-CLARK CORP (Quoted);Consumer Goods;Personal Products
Robert W Decherd;ID;0;63;M;1;American;1;4;2;168;0,168;168;KIMBERLY-CLARK CORP (Quoted);Consumer Goods;Personal Products
Fabian Tito Garcia;ID;0;54;M;1;American;2;3;2;168;0,168;168;KIMBERLY-CLARK CORP (Quoted);Consumer Goods;Personal Products
Doctor Mae Carol Jemison;ID;0;57;F;0;American;6;15;5;168;0,168;168;KIMBERLY-CLARK CORP (Quoted);Consumer Goods;Personal Products
James (Jim) M Jenness;ID;0;67;M;1;American;2;10;2;190;0,19;190;KIMBERLY-CLARK CORP (Quoted);Consumer Goods;Personal Products
Nancy J Karch;ID;0;66;F;0;American;8;21;6;168;0,168;168;KIMBERLY-CLARK CORP (Quoted);Consumer Goods;Personal Products
Ian C Read;ID;0;61;M;1;;3;6;3;183;0,183;183;KIMBERLY-CLARK CORP (Quoted);Consumer Goods;Personal Products
Linda Johnson Rice;ID;0;55;F;0;American;3;17;3;168;0,168;168;KIMBERLY-CLARK CORP (Quoted);Consumer Goods;Personal Products
Marc J Shapiro;ID;0;66;M;1;American;5;16;4;168;0,168;168;KIMBERLY-CLARK CORP (Quoted);Consumer Goods;Personal Products
Martin (Marty) J Barrington;ED;1;60;M;1;American;1;1;2;6,411;6,411;6411;ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003) (Quoted);Consumer Goods;Cigarettes
Professor, Dr Elizabeth Ellery Bailey;ID;0;75;F;0;American;0;14;1;;;;ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003) (Quoted);Consumer Goods;Cigarettes
Gerald L Baliles;ID;0;73;M;1;American;4;14;2;175;0,175;175;ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003) (Quoted);Consumer Goods;Cigarettes
Professor, Dr John T Casteen III;ID;0;70;M;1;American;4;8;8;;;;ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003) (Quoted);Consumer Goods;Cigarettes
Dinyar (Dinny) Sohrab Devitre;ID;0;66;M;1;Indian;7;10;5;;;;ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003) (Quoted);Consumer Goods;Cigarettes
Thomas (Tom) F Farrell II;ID;0;60;M;1;American;4;6;5;194;0,194;194;ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003) (Quoted);Consumer Goods;Cigarettes
Thomas (Tom) Wade Jones;ID;0;65;M;1;American;4;11;6;175;0,175;175;ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003) (Quoted);Consumer Goods;Cigarettes
Debra J Kelly-Ennis;ID;0;57;F;0;American;7;10;6;;;;ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003) (Quoted);Consumer Goods;Cigarettes
W Leo Kiely III;ID;0;67;M;1;American;6;9;2;169;0,169;169;ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003) (Quoted);Consumer Goods;Cigarettes
Kathryn Bova McQuade;ID;0;57;F;0;American;3;4;3;;;;ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003) (Quoted);Consumer Goods;Cigarettes
George  Muñoz;ID;0;63;M;1;American;10;19;7;184;0,184;184;ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003) (Quoted);Consumer Goods;Cigarettes
Doctor Nabil Y Sakkab;ID;0;66;M;1;American;5;6;8;;;;ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003) (Quoted);Consumer Goods;Cigarettes
Douglas (Doug) L Peterson;ED;1;56;M;1;;1;1;2;;;;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Doctor Pedro Carlos Aspe Armella;ID;0;63;M;1;Mexican;1;8;8;;;;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Sir Winfried (Win) Franz Bischoff;ID;0;72;M;1;;8;21;7;;;;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
William (Bill) D Green;ID;0;61;M;1;American;2;5;5;;;;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Charles (Ed) Edgar Haldeman Jr;ID;0;65;M;1;American;2;3;2;28;0,028;28;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Linda Koch Lorimer;ID;0;61;F;0;American;4;10;4;59;0,059;59;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Robert P McGraw;ID;0;59;M;1;American;1;1;2;52;0,052;52;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Harold (Terry) W McGraw III;ID;0;66;M;1;American;7;12;8;;;;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Doctor Hilda  Ochoa-Brillembourg;ID;0;69;F;0;American;4;6;4;;;;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Sir Michael (Mike) Derek Rake;ID;0;66;M;1;British;9;17;8;;;;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Edward (Ed) Barry Rust Jr;ID;0;63;M;1;American;8;16;8;;;;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Dean Kurt Lidell Schmoke;ID;0;64;M;1;American;4;4;4;;;;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Sidney J Taurel;ID;0;65;M;1;American;5;8;8;;;;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Richard (Dick) Edward Thornburgh;ID;0;62;M;1;American;8;14;8;55;0,055;55;MCGRAW HILL FINANCIAL INC (McGraw-Hill Cos Inc prior to 05/2013) (Quoted);Services;Business Services
Wilmot Reed Hastings Jr;ED;1;53;M;1;American;2;5;3;;;;NETFLIX INC (Quoted);Services;Music & Video Stores
Richard (Rich) N Barton;ID;0;46;M;1;American;2;3;8;;;;NETFLIX INC (Quoted);Services;Music & Video Stores
Albert (Skip) George Battle;ID;0;70;M;1;;12;26;7;;;;NETFLIX INC (Quoted);Services;Music & Video Stores
Timothy (Tim) M Haley;ID;0;59;M;1;;2;2;8;;;;NETFLIX INC (Quoted);Services;Music & Video Stores
Jay Crandall Hoag;ID;0;55;M;1;;6;20;8;;;;NETFLIX INC (Quoted);Services;Music & Video Stores
Leslie J Kilgore;ID;0;48;F;0;;3;6;2;;;;NETFLIX INC (Quoted);Services;Music & Video Stores
Ann  Mather;ID;0;54;F;0;American;4;10;8;;;;NETFLIX INC (Quoted);Services;Music & Video Stores
George R Oliver;ED;1;54;M;1;;3;4;3;4,334;4,334;4334;TYCO INTERNATIONAL LTD (Quoted);Services;Security & Protection Services
Edward (Ed) D Breen;ID;0;58;M;1;American;2;5;4;168;0,168;168;TYCO INTERNATIONAL LTD (Quoted);Services;Security & Protection Services
Colonel Herman E Bulls;ID;0;59;M;1;American;4;8;5;;;;TYCO INTERNATIONAL LTD (Quoted);Services;Security & Protection Services
Michael (Mike) E Daniels;ID;0;59;M;1;;2;2;2;137;0,137;137;TYCO INTERNATIONAL LTD (Quoted);Services;Security & Protection Services
Frank M Drendel;ID;0;69;M;1;American;1;2;3;175;0,175;175;TYCO INTERNATIONAL LTD (Quoted);Services;Security & Protection Services
Brian  Duperreault;ID;0;67;M;1;Bermudian;1;9;3;165;0,165;165;TYCO INTERNATIONAL LTD (Quoted);Services;Security & Protection Services
Rajiv (Raj) Lochan Gupta;ID;0;68;M;1;American;4;18;8;150;0,15;150;TYCO INTERNATIONAL LTD (Quoted);Services;Security & Protection Services
John (Jack) A Krol;ID;0;77;M;1;American;2;19;6;137;0,137;137;TYCO INTERNATIONAL LTD (Quoted);Services;Security & Protection Services
Doctor Brendan Richard O'Neill;ID;0;65;M;1;British;8;21;6;150;0,15;150;TYCO INTERNATIONAL LTD (Quoted);Services;Security & Protection Services
Jürgen  Tinggren;ID;0;56;M;1;Swedish;0;0;5;;;;TYCO INTERNATIONAL LTD (Quoted);Services;Security & Protection Services
Sandra Sasser Wijnberg;ID;0;57;F;0;American;1;5;3;137;0,137;137;TYCO INTERNATIONAL LTD (Quoted);Services;Security & Protection Services
R (Dave) David Yost;ID;0;67;M;1;;6;11;5;137;0,137;137;TYCO INTERNATIONAL LTD (Quoted);Services;Security & Protection Services
F Michael Ball;ED;1;58;M;1;American;2;5;2;;;;HOSPIRA INC (Quoted);Healthcare;Drug Delivery
Irving (Irv) Widmer Bailey II;ID;0;73;M;1;American;4;15;3;;;;HOSPIRA INC (Quoted);Healthcare;Drug Delivery
Barbara Lander Bowles;ID;0;68;F;0;American;6;23;4;156;0,156;156;HOSPIRA INC (Quoted);Healthcare;Drug Delivery
Doctor Connie R Curran;ID;0;67;F;0;;5;16;4;;;;HOSPIRA INC (Quoted);Healthcare;Drug Delivery
William (Bill) G Dempsey;ID;0;62;M;1;American;7;13;6;;;;HOSPIRA INC (Quoted);Healthcare;Drug Delivery
Doctor Dennis Michael Fenton;ID;0;62;M;1;American;7;9;7;;;;HOSPIRA INC (Quoted);Healthcare;Drug Delivery
Roger W Hale;ID;0;71;M;1;American;5;20;2;;;;HOSPIRA INC (Quoted);Healthcare;Drug Delivery
Doctor Jacque J Sokolov;ID;0;60;M;1;;2;7;5;;;;HOSPIRA INC (Quoted);Healthcare;Drug Delivery
John (Jack) C Staley;ID;0;73;M;1;;3;12;2;259;0,259;259;HOSPIRA INC (Quoted);Healthcare;Drug Delivery
Heino  Von Prondzynski;ID;0;65;M;1;German;3;8;4;;;;HOSPIRA INC (Quoted);Healthcare;Drug Delivery
Doctor Mark F Wheeler;ID;0;65;M;1;;2;4;2;153;0,153;153;HOSPIRA INC (Quoted);Healthcare;Drug Delivery
Scott David Cook;ED;1;62;M;1;American;4;14;3;525;525;525000;INTUIT INC (Quoted);Technology;Application Software
Brad D Smith;ED;1;50;M;1;;0;4;2;6,672;6,672;6672;INTUIT INC (Quoted);Technology;Application Software
Christopher (Chris) W Brody;ID;0;69;M;1;American;2;7;5;67;0,067;67;INTUIT INC (Quoted);Technology;Application Software
William (Bill) V Campbell;ID;0;74;M;1;American;2;17;4;158;0,158;158;INTUIT INC (Quoted);Technology;Application Software
Diane B Greene;ID;0;58;F;0;American;3;6;5;56;0,056;56;INTUIT INC (Quoted);Technology;Application Software
Edward (Ed) A Kangas;ID;0;69;M;1;American;14;30;8;77;0,077;77;INTUIT INC (Quoted);Technology;Application Software
Suzanne M Nora Johnson;ID;0;56;F;0;American;9;17;4;71;0,071;71;INTUIT INC (Quoted);Technology;Application Software
Dennis D Powell;ID;0;66;M;1;American;6;11;3;81;0,081;81;INTUIT INC (Quoted);Technology;Application Software
Jeffrey (Jeff)  Weiner;ID;0;44;M;1;American;1;1;2;49;0,049;49;INTUIT INC (Quoted);Technology;Application Software
David (Dave) B Dillon;ED;1;62;M;1;American;2;11;3;8,424;8,424;8424;KROGER CO (Quoted);Services;Grocery Stores
William Rodney McMullen;ED;1;53;M;1;American;3;4;4;3,736;3,736;3736;KROGER CO (Quoted);Services;Grocery Stores
The Hon. Reuben Vincent Anderson;ID;0;71;M;1;American;5;23;4;213;0,213;213;KROGER CO (Quoted);Services;Grocery Stores
Robert (Bob) David Beyer;ID;0;55;M;1;American;4;9;4;216;0,216;216;KROGER CO (Quoted);Services;Grocery Stores
Susan J Kropf;ID;0;65;F;0;American;9;16;4;220;0,22;220;KROGER CO (Quoted);Services;Grocery Stores
John T LaMacchia;ID;0;72;M;1;;2;6;1;216;0,216;216;KROGER CO (Quoted);Services;Grocery Stores
David Baker Lewis;ID;0;69;M;1;;6;16;5;213;0,213;213;KROGER CO (Quoted);Services;Grocery Stores
Jorge Peregrino Montoya;ID;0;67;M;1;American;3;10;2;221;0,221;221;KROGER CO (Quoted);Services;Grocery Stores
Clyde R Moore;ID;0;60;M;1;;2;10;3;218;0,218;218;KROGER CO (Quoted);Services;Grocery Stores
Professor, Dr Susan M Phillips;ID;0;70;F;0;American;7;9;6;220;0,22;220;KROGER CO (Quoted);Services;Grocery Stores
Steven (Steve) R Rogel;ID;0;71;M;1;American;4;15;2;213;0,213;213;KROGER CO (Quoted);Services;Grocery Stores
James A Runde;ID;0;67;M;1;American;2;3;2;218;0,218;218;KROGER CO (Quoted);Services;Grocery Stores
Ronald (Ron) L Sargent;ID;0;58;M;1;American;5;22;4;227;0,227;227;KROGER CO (Quoted);Services;Grocery Stores
Bobby S Shackouls;ID;0;64;M;1;American;4;11;6;240;0,24;240;KROGER CO (Quoted);Services;Grocery Stores
William (Bill) R Thomas;ED;1;62;M;1;;0;0;1;;;;EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999) (Quoted);Basic Materials;Independent Oil & Gas
George A Alcorn Sr;ID;0;83;M;1;American;4;14;3;;;;EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999) (Quoted);Basic Materials;Independent Oil & Gas
Janet F Clark;ID;0;60;F;0;American;3;9;1;;;;EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999) (Quoted);Basic Materials;Independent Oil & Gas
Charles (Charlie) R Crisp;ID;0;66;M;1;;10;20;4;184;0,184;184;EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999) (Quoted);Basic Materials;Independent Oil & Gas
James C Day;ID;0;72;M;1;;7;27;3;;;;EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999) (Quoted);Basic Materials;Independent Oil & Gas
Mark Gary Papa;ID;0;67;M;1;American;2;6;2;;;;EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999) (Quoted);Basic Materials;Independent Oil & Gas
H (Leighton)  Steward;ID;0;80;M;1;American;3;5;2;;;;EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999) (Quoted);Basic Materials;Independent Oil & Gas
Donald (Don) F Textor;ID;0;67;M;1;American;4;7;4;184;0,184;184;EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999) (Quoted);Basic Materials;Independent Oil & Gas
Ambassador Frank Gardner Wisner II;ID;0;75;M;1;American;4;9;6;;;;EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999) (Quoted);Basic Materials;Independent Oil & Gas
Brian Thomas Moynihan;ED;1;54;M;1;American;1;2;3;3,505;3,505;3505;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Doctor Sharon L Allen;ID;0;63;F;0;;4;4;4;137;0,137;137;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Shri Mukesh Dhirubhai Ambani;ID;0;56;M;1;Indian;2;5;8;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Doctor Susan Schmidt Bies;ID;0;66;F;0;American;4;6;5;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Jack Oliver Bovender Jr;ID;0;68;M;1;American;2;4;1;137;0,137;137;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Frank P Bramble Sr;ID;0;67;M;1;American;2;8;1;213;0,213;213;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Virgis William Colbert;ID;0;74;M;1;American;2;29;3;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Pierre  De Weck;ID;0;63;M;1;Swiss;0;2;2;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Arnold W Donald;ID;0;60;M;1;American;3;23;6;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Charles (Chad) Kilvert Gifford;ID;0;71;M;1;American;7;14;4;213;0,213;213;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Charles (Chad) O Holliday Jr;ID;0;66;M;1;American;10;23;8;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Linda Parker Hudson;ID;0;64;F;0;American;3;4;4;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Monica Cecilia Lozano;ID;0;57;F;0;American;4;15;4;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Thomas (Tom) John May;ID;0;67;M;1;American;3;8;5;151;0,151;151;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Lionel L Nowell III;ID;0;59;M;1;American;6;9;3;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Donald (Don) E Powell;ID;0;72;M;1;;5;9;3;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Clayton Stuart Rose;ID;0;55;M;1;;2;14;3;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Charles Ossola Rossotti;ID;0;74;M;1;American;0;12;8;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Robert (Bob) W Scully;ID;0;65;M;1;;8;11;4;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
R (Dave) David Yost;ID;0;67;M;1;;6;11;5;;;;BANK OF AMERICA CORP (Quoted);Financial;Money Center Banks
Kevin A Lobo;ED;1;49;M;1;;2;2;2;8,047;8,047;8047;STRYKER CORP (Quoted);Healthcare;Medical Appliances & Equipment
Howard E Cox Jr;ID;0;70;M;1;American;2;6;8;209;0,209;209;STRYKER CORP (Quoted);Healthcare;Medical Appliances & Equipment
Professor, Dr Srikant Madhav Datar;ID;0;61;M;1;American;8;13;6;;;;STRYKER CORP (Quoted);Healthcare;Medical Appliances & Equipment
Doctor Roch Frédéric Doliveux;ID;0;57;M;1;French;2;2;3;218;0,218;218;STRYKER CORP (Quoted);Healthcare;Medical Appliances & Equipment
Louise Langlois Francesconi;ID;0;61;F;0;American;5;7;2;209;0,209;209;STRYKER CORP (Quoted);Healthcare;Medical Appliances & Equipment
Allan C Golston;ID;0;47;M;1;;2;3;2;223;0,223;223;STRYKER CORP (Quoted);Healthcare;Medical Appliances & Equipment
Howard L Lance;ID;0;59;M;1;American;7;13;6;;;;STRYKER CORP (Quoted);Healthcare;Medical Appliances & Equipment
William (Bill) U Parfet;ID;0;68;M;1;American;7;23;6;;;;STRYKER CORP (Quoted);Healthcare;Medical Appliances & Equipment
Andrew (Andy) K Silvernail;ID;0;43;M;1;;0;0;3;;;;STRYKER CORP (Quoted);Healthcare;Medical Appliances & Equipment
Ronda E Stryker;ID;0;60;F;0;American;1;5;2;203;0,203;203;STRYKER CORP (Quoted);Healthcare;Medical Appliances & Equipment
Dominique  Cerutti;ED;1;53;M;1;;0;0;3;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Lawrence E Leibowitz;ED;1;54;M;1;;0;0;2;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Duncan L Niederauer;ED;1;54;M;1;;0;0;3;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Doctor Andre A Bergen;ID;0;63;M;1;Belgian;3;7;7;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Ellyn L Brown;ID;0;63;F;0;American;5;10;3;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Marshall (Marsh) N Carter;ID;0;74;M;1;American;0;7;0;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Patricia M Cloherty;ID;0;71;F;0;;0;9;8;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Sir George Edwin Cox;ID;0;73;M;1;British;0;7;4;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Sylvain Marc Hefes;ID;0;61;M;1;French;4;8;8;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Jan-Michiel  Hessels;ID;0;71;M;1;Dutch;1;20;5;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Duncan M McFarland;ID;0;70;M;1;American;4;8;3;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
James (Jim) Joseph McNulty;ID;0;63;M;1;American;0;14;2;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Luis Maria Palha da Silva;ID;0;58;M;1;;0;4;8;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Robert (Bob) G Scott;ID;0;68;M;1;American;3;6;3;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Jackson (Jack) Peter Tai;ID;0;64;M;1;American;10;26;8;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Rijnhard Williem Van Tets;ID;0;66;M;1;Dutch;4;16;8;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Sir Robert (Brian)  Williamson;ID;0;69;M;1;British;0;9;6;;;;NYSE EURONEXT (De-listed 11/2013) (Quoted);Financial;Speciality & Other Finance
Pierre  Nanterme;ED;1;55;M;1;;0;0;2;12,646;12,646;12646;ACCENTURE PLC (Accenture Ltd prior to 09/2009) (Quoted);Technology;Information Technology Services
Jaime  Ardila;ID;0;58;M;1;;1;1;4;26;0,026;26;ACCENTURE PLC (Accenture Ltd prior to 09/2009) (Quoted);Technology;Information Technology Services
Dina  Dublon;ID;0;61;F;0;American;4;12;5;177;0,177;177;ACCENTURE PLC (Accenture Ltd prior to 09/2009) (Quoted);Technology;Information Technology Services
Charles (Charlie) H Giancarlo;ID;0;57;M;1;American;3;6;8;177;0,177;177;ACCENTURE PLC (Accenture Ltd prior to 09/2009) (Quoted);Technology;Information Technology Services
Nobuyuki  Idei;ID;0;76;M;1;Japanese;4;6;8;184;0,184;184;ACCENTURE PLC (Accenture Ltd prior to 09/2009) (Quoted);Technology;Information Technology Services
William L Kimsey;ID;0;72;M;1;American;5;8;4;177;0,177;177;ACCENTURE PLC (Accenture Ltd prior to 09/2009) (Quoted);Technology;Information Technology Services
Robert I Lipp;ID;0;76;M;1;American;2;9;4;177;0,177;177;ACCENTURE PLC (Accenture Ltd prior to 09/2009) (Quoted);Technology;Information Technology Services
Marjorie (Marge)  Magner;ID;0;65;F;0;American;7;12;5;177;0,177;177;ACCENTURE PLC (Accenture Ltd prior to 09/2009) (Quoted);Technology;Information Technology Services
Blythe J McGarvie;ID;0;57;F;0;American;7;21;6;177;0,177;177;ACCENTURE PLC (Accenture Ltd prior to 09/2009) (Quoted);Technology;Information Technology Services
Sir Mark  Moody-Stuart;ID;0;73;M;1;British;1;18;4;;;;ACCENTURE PLC (Accenture Ltd prior to 09/2009) (Quoted);Technology;Information Technology Services
Gilles Christian Pelisson;ID;0;56;M;1;French;5;10;6;177;0,177;177;ACCENTURE PLC (Accenture Ltd prior to 09/2009) (Quoted);Technology;Information Technology Services
Professor, Dr Wulf  Von Schimmelmann;ID;0;67;M;1;German;8;13;8;177;0,177;177;ACCENTURE PLC (Accenture Ltd prior to 09/2009) (Quoted);Technology;Information Technology Services
Rodney  O'Neal;ED;1;60;M;1;American;0;9;4;14,385;14,385;14385;DELPHI AUTOMOTIVE PLC (Quoted);Consumer Goods;Auto Parts
